Date_Time,Organization,Name,Group_,Group_Type,TimeZone,timezone-description,Electricity_Consumed,Unit,value,period
2021-07-11,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13749,megawatthours,13749,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,30094,megawatthours,30094,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,30117,megawatthours,30117,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,30144,megawatthours,30144,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,30103,megawatthours,30103,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,30094,megawatthours,30094,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,12501,megawatthours,12501,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,12629,megawatthours,12629,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,12683,megawatthours,12683,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,12540,megawatthours,12540,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,12501,megawatthours,12501,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-1210,megawatthours,-1210,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-1144,megawatthours,-1144,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-1111,megawatthours,-1111,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-1210,megawatthours,-1210,2021-07-11
2021-07-11,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-1210,megawatthours,-1210,2021-07-11
2021-07-10,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13906,megawatthours,13906,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13894,megawatthours,13894,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13880,megawatthours,13880,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13906,megawatthours,13906,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13906,megawatthours,13906,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,30419,megawatthours,30419,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,30447,megawatthours,30447,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,30426,megawatthours,30426,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,30432,megawatthours,30432,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,30419,megawatthours,30419,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,12850,megawatthours,12850,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,12898,megawatthours,12898,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,12993,megawatthours,12993,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,12875,megawatthours,12875,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,12850,megawatthours,12850,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-991,megawatthours,-991,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-931,megawatthours,-931,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-822,megawatthours,-822,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-966,megawatthours,-966,2021-07-10
2021-07-10,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-991,megawatthours,-991,2021-07-10
2021-07-09,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,14006,megawatthours,14006,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14078,megawatthours,14078,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14141,megawatthours,14141,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,14033,megawatthours,14033,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,14006,megawatthours,14006,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,29487,megawatthours,29487,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,29464,megawatthours,29464,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,29460,megawatthours,29460,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,29481,megawatthours,29481,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,29487,megawatthours,29487,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,14844,megawatthours,14844,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,14905,megawatthours,14905,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,14943,megawatthours,14943,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,14837,megawatthours,14837,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,14844,megawatthours,14844,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,895,megawatthours,895,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,884,megawatthours,884,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,859,megawatthours,859,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,861,megawatthours,861,2021-07-09
2021-07-09,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,895,megawatthours,895,2021-07-09
2021-07-08,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,14702,megawatthours,14702,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14600,megawatthours,14600,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14547,megawatthours,14547,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,14646,megawatthours,14646,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,14702,megawatthours,14702,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,28841,megawatthours,28841,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,28661,megawatthours,28661,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,28578,megawatthours,28578,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,28750,megawatthours,28750,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,28841,megawatthours,28841,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,16319,megawatthours,16319,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,16094,megawatthours,16094,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,16002,megawatthours,16002,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,16245,megawatthours,16245,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,16319,megawatthours,16319,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,1675,megawatthours,1675,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,1543,megawatthours,1543,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,1504,megawatthours,1504,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,1648,megawatthours,1648,2021-07-08
2021-07-08,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,1675,megawatthours,1675,2021-07-08
2021-07-07,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13468,megawatthours,13468,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13483,megawatthours,13483,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13483,megawatthours,13483,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13473,megawatthours,13473,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13468,megawatthours,13468,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27373,megawatthours,27373,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27384,megawatthours,27384,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27377,megawatthours,27377,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27383,megawatthours,27383,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27373,megawatthours,27373,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,14774,megawatthours,14774,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,14912,megawatthours,14912,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,14866,megawatthours,14866,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,14854,megawatthours,14854,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,14774,megawatthours,14774,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,1306,megawatthours,1306,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,1429,megawatthours,1429,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,1383,megawatthours,1383,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,1381,megawatthours,1381,2021-07-07
2021-07-07,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,1306,megawatthours,1306,2021-07-07
2021-07-06,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13220,megawatthours,13220,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13236,megawatthours,13236,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13250,megawatthours,13250,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13223,megawatthours,13223,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13220,megawatthours,13220,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27228,megawatthours,27228,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27225,megawatthours,27225,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27240,megawatthours,27240,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27227,megawatthours,27227,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27228,megawatthours,27228,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,12544,megawatthours,12544,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,12538,megawatthours,12538,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,12619,megawatthours,12619,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,12538,megawatthours,12538,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,12544,megawatthours,12544,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-676,megawatthours,-676,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-698,megawatthours,-698,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-631,megawatthours,-631,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-685,megawatthours,-685,2021-07-06
2021-07-06,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-676,megawatthours,-676,2021-07-06
2021-07-05,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,13308,megawatthours,13308,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,13344,megawatthours,13344,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,13372,megawatthours,13372,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,13326,megawatthours,13326,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,13308,megawatthours,13308,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,27789,megawatthours,27789,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,27851,megawatthours,27851,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,27887,megawatthours,27887,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,27809,megawatthours,27809,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,27789,megawatthours,27789,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,13074,megawatthours,13074,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,12861,megawatthours,12861,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,12787,megawatthours,12787,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,12952,megawatthours,12952,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,13074,megawatthours,13074,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-234,megawatthours,-234,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-483,megawatthours,-483,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-585,megawatthours,-585,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-374,megawatthours,-374,2021-07-05
2021-07-05,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-234,megawatthours,-234,2021-07-05
2021-07-04,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,14200,megawatthours,14200,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14190,megawatthours,14190,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14188,megawatthours,14188,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,14194,megawatthours,14194,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,14200,megawatthours,14200,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,29289,megawatthours,29289,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,29305,megawatthours,29305,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,29313,megawatthours,29313,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,29303,megawatthours,29303,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,29289,megawatthours,29289,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,NG,Net generation,Arizona,Arizona,10555,megawatthours,10555,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,NG,Net generation,Central,Central,10216,megawatthours,10216,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,NG,Net generation,Eastern,Eastern,10068,megawatthours,10068,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,NG,Net generation,Mountain,Mountain,10354,megawatthours,10354,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,NG,Net generation,Pacific,Pacific,10555,megawatthours,10555,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Arizona,Arizona,-3645,megawatthours,-3645,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Central,Central,-3974,megawatthours,-3974,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Eastern,Eastern,-4120,megawatthours,-4120,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Mountain,Mountain,-3840,megawatthours,-3840,2021-07-04
2021-07-04,AEC,PowerSouth Energy Cooperative,TI,Total interchange,Pacific,Pacific,-3645,megawatthours,-3645,2021-07-04
2021-07-03,AEC,PowerSouth Energy Cooperative,D,Demand,Arizona,Arizona,14223,megawatthours,14223,2021-07-03
2021-07-03,AEC,PowerSouth Energy Cooperative,D,Demand,Central,Central,14196,megawatthours,14196,2021-07-03
2021-07-03,AEC,PowerSouth Energy Cooperative,D,Demand,Eastern,Eastern,14157,megawatthours,14157,2021-07-03
2021-07-03,AEC,PowerSouth Energy Cooperative,D,Demand,Mountain,Mountain,14218,megawatthours,14218,2021-07-03
2021-07-03,AEC,PowerSouth Energy Cooperative,D,Demand,Pacific,Pacific,14223,megawatthours,14223,2021-07-03
2021-07-03,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Arizona,Arizona,28981,megawatthours,28981,2021-07-03
2021-07-03,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Central,Central,28941,megawatthours,28941,2021-07-03
2021-07-03,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Eastern,Eastern,28908,megawatthours,28908,2021-07-03
2021-07-03,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Mountain,Mountain,28963,megawatthours,28963,2021-07-03
2021-07-03,AEC,PowerSouth Energy Cooperative,DF,Day-ahead demand forecast,Pacific,Pacific,28981,megawatthours,28981,2021-07-03
